clip_id,rejection_reason
no_throw_clip_1654,not_rejected
no_throw_clip_1655,not_rejected
no_throw_clip_1656,not_rejected
no_throw_clip_1657,not_rejected
no_throw_clip_1658,not_rejected
no_throw_clip_1659,not_rejected
no_throw_clip_166,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1660,not_rejected
no_throw_clip_1661,not_rejected
no_throw_clip_1662,not_rejected
no_throw_clip_1663,not_rejected
no_throw_clip_1664,not_rejected
no_throw_clip_1665,not_rejected
no_throw_clip_1666,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1667,not_rejected
no_throw_clip_1668,not_rejected
no_throw_clip_1669,not_rejected
no_throw_clip_167,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1670,not_rejected
no_throw_clip_1671,not_rejected
no_throw_clip_1672,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1673,not_rejected
no_throw_clip_1674,not_rejected
no_throw_clip_1675,not_rejected
no_throw_clip_1676,not_rejected
no_throw_clip_1677,not_rejected
no_throw_clip_1678,not_rejected
no_throw_clip_1679,not_rejected
no_throw_clip_168,not_rejected
no_throw_clip_1680,not_rejected
no_throw_clip_1681,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1682,not_rejected
no_throw_clip_1683,not_rejected
no_throw_clip_1684,not_rejected
no_throw_clip_1685,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1686,not_rejected
no_throw_clip_1687,not_rejected
no_throw_clip_1688,not_rejected
no_throw_clip_1689,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_169,not_rejected
no_throw_clip_1690,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1691,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1692,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1693,not_rejected
no_throw_clip_1694,not_rejected
no_throw_clip_1695,not_rejected
no_throw_clip_1696,not_rejected
no_throw_clip_1697,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1698,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1699,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_17,not_rejected
no_throw_clip_170,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1700,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1701,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1702,not_rejected
no_throw_clip_1703,not_rejected
no_throw_clip_1704,not_rejected
no_throw_clip_1705,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1706,not_rejected
no_throw_clip_1707,not_rejected
no_throw_clip_1708,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1709,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_171,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1710,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1711,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1712,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1713,not_rejected
no_throw_clip_1714,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1715,not_rejected
no_throw_clip_1716,not_rejected
no_throw_clip_1717,not_rejected
no_throw_clip_1718,not_rejected
no_throw_clip_1719,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_172,not_rejected
no_throw_clip_1720,not_rejected
no_throw_clip_1721,not_rejected
no_throw_clip_1722,not_rejected
no_throw_clip_1723,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1724,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1725,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1726,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1727,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1728,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1729,not_rejected
no_throw_clip_173,not_rejected
no_throw_clip_1730,not_rejected
no_throw_clip_1731,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1732,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1733,not_rejected
no_throw_clip_1734,not_rejected
no_throw_clip_1735,not_rejected
no_throw_clip_1736,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1737,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1738,not_rejected
no_throw_clip_1739,not_rejected
no_throw_clip_174,not_rejected
no_throw_clip_1740,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1741,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1742,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1743,not_rejected
no_throw_clip_1744,not_rejected
no_throw_clip_1745,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1746,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1747,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1748,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1749,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_175,not_rejected
no_throw_clip_1750,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1751,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1752,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1753,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1754,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1755,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1756,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1757,not_rejected
no_throw_clip_1758,not_rejected
no_throw_clip_1759,not_rejected
no_throw_clip_176,not_rejected
no_throw_clip_1760,not_rejected
no_throw_clip_1761,not_rejected
no_throw_clip_1762,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1763,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1764,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1765,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1766,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1767,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1768,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1769,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_177,not_rejected
no_throw_clip_1770,not_rejected
no_throw_clip_1771,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1772,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1773,not_rejected
no_throw_clip_1774,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1775,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1776,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1777,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1778,not_rejected
no_throw_clip_1779,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_178,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1780,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1781,not_rejected
no_throw_clip_1782,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1783,not_rejected
no_throw_clip_1784,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1785,not_rejected
no_throw_clip_1786,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1787,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1788,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1789,not_rejected
no_throw_clip_179,not_rejected
no_throw_clip_1790,not_rejected
no_throw_clip_1791,not_rejected
no_throw_clip_1792,not_rejected
no_throw_clip_1793,not_rejected
no_throw_clip_1794,not_rejected
no_throw_clip_1795,not_rejected
no_throw_clip_1796,not_rejected
no_throw_clip_1797,not_rejected
no_throw_clip_1798,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1799,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_18,not_rejected
no_throw_clip_180,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1800,not_rejected
no_throw_clip_1801,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1802,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1803,not_rejected
no_throw_clip_1804,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1805,not_rejected
no_throw_clip_1806,not_rejected
no_throw_clip_1807,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1808,not_rejected
no_throw_clip_1809,not_rejected
no_throw_clip_181,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1810,not_rejected
no_throw_clip_1811,not_rejected
no_throw_clip_1812,not_rejected
no_throw_clip_1813,not_rejected
no_throw_clip_1814,not_rejected
no_throw_clip_1815,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1816,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1817,not_rejected
no_throw_clip_1818,not_rejected
no_throw_clip_1819,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_182,not_rejected
no_throw_clip_1820,not_rejected
no_throw_clip_1821,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1822,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1823,not_rejected
no_throw_clip_1824,not_rejected
no_throw_clip_1825,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1826,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1827,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1828,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1829,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_183,not_rejected
no_throw_clip_1830,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1831,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1832,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1833,not_rejected
no_throw_clip_1834,not_rejected
no_throw_clip_1835,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1836,not_rejected
no_throw_clip_1837,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1838,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1839,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_184,not_rejected
no_throw_clip_1840,not_rejected
no_throw_clip_1841,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1842,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1843,not_rejected
no_throw_clip_1844,not_rejected
no_throw_clip_1845,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1846,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1847,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1848,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1849,not_rejected
no_throw_clip_185,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1850,not_rejected
no_throw_clip_1851,not_rejected
no_throw_clip_1852,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1853,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1854,not_rejected
no_throw_clip_1855,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1856,not_rejected
no_throw_clip_1857,not_rejected
no_throw_clip_1858,not_rejected
no_throw_clip_1859,not_rejected
no_throw_clip_186,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1860,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1861,not_rejected
no_throw_clip_1862,not_rejected
no_throw_clip_1863,not_rejected
no_throw_clip_1864,not_rejected
no_throw_clip_1865,not_rejected
no_throw_clip_1866,not_rejected
no_throw_clip_1867,not_rejected
no_throw_clip_1868,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1869,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_187,not_rejected
no_throw_clip_1870,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1871,not_rejected
no_throw_clip_1872,not_rejected
no_throw_clip_1873,not_rejected
no_throw_clip_1874,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1875,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1876,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1877,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1878,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1879,not_rejected
no_throw_clip_188,not_rejected
no_throw_clip_1880,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1881,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1882,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1883,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1884,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1885,not_rejected
no_throw_clip_1886,not_rejected
no_throw_clip_1887,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1888,not_rejected
no_throw_clip_1889,not_rejected
no_throw_clip_189,not_rejected
no_throw_clip_1890,not_rejected
no_throw_clip_1891,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1892,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1893,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1894,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1895,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1896,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1897,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1898,not_rejected
no_throw_clip_1899,not_rejected
no_throw_clip_19,not_rejected
no_throw_clip_190,not_rejected
no_throw_clip_1900,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1901,not_rejected
no_throw_clip_1902,not_rejected
no_throw_clip_1903,not_rejected
no_throw_clip_1904,not_rejected
no_throw_clip_1905,not_rejected
no_throw_clip_1906,not_rejected
no_throw_clip_1907,not_rejected
no_throw_clip_1908,not_rejected
no_throw_clip_1909,not_rejected
no_throw_clip_191,not_rejected
no_throw_clip_1910,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1911,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1912,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1913,not_rejected
no_throw_clip_1914,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1915,not_rejected
no_throw_clip_1916,not_rejected
no_throw_clip_1917,not_rejected
no_throw_clip_1918,not_rejected
no_throw_clip_1919,not_rejected
no_throw_clip_192,not_rejected
no_throw_clip_1920,not_rejected
no_throw_clip_1921,not_rejected
no_throw_clip_1922,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1923,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1924,not_rejected
no_throw_clip_1925,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1926,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1927,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1928,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1929,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_193,not_rejected
no_throw_clip_1930,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1931,not_rejected
no_throw_clip_1932,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1933,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1934,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1935,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1936,not_rejected
no_throw_clip_1937,not_rejected
no_throw_clip_1938,not_rejected
no_throw_clip_1939,not_rejected
no_throw_clip_194,not_rejected
no_throw_clip_1940,not_rejected
no_throw_clip_1941,not_rejected
no_throw_clip_1942,not_rejected
no_throw_clip_1943,not_rejected
no_throw_clip_1944,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1945,not_rejected
no_throw_clip_1946,not_rejected
no_throw_clip_1947,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1948,not_rejected
no_throw_clip_1949,not_rejected
no_throw_clip_195,not_rejected
no_throw_clip_1950,not_rejected
no_throw_clip_1951,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1952,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1953,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1954,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1955,not_rejected
no_throw_clip_1956,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1957,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1958,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1959,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_196,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1960,not_rejected
no_throw_clip_1961,not_rejected
no_throw_clip_1962,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1963,not_rejected
no_throw_clip_1964,not_rejected
no_throw_clip_1965,not_rejected
no_throw_clip_1966,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1967,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1968,not_rejected
no_throw_clip_1969,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_197,not_rejected
no_throw_clip_1970,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1971,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1972,not_rejected
no_throw_clip_1973,not_rejected
no_throw_clip_1974,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1975,not_rejected
no_throw_clip_1976,not_rejected
no_throw_clip_1977,not_rejected
no_throw_clip_1978,not_rejected
no_throw_clip_1979,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_198,not_rejected
no_throw_clip_1980,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1981,not_rejected
no_throw_clip_1982,not_rejected
no_throw_clip_1983,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1984,not_rejected
no_throw_clip_1985,not_rejected
no_throw_clip_1986,not_rejected
no_throw_clip_1987,not_rejected
no_throw_clip_1988,not_rejected
no_throw_clip_1989,not_rejected
no_throw_clip_199,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1990,not_rejected
no_throw_clip_1991,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1992,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1993,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1994,not_rejected
no_throw_clip_1995,not_rejected
no_throw_clip_1996,not_rejected
no_throw_clip_1997,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1998,not_rejected
no_throw_clip_1999,not_rejected
no_throw_clip_2,not_rejected
no_throw_clip_20,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_200,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_2000,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_2001,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_2002,not_rejected
no_throw_clip_2003,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_2004,not_rejected
no_throw_clip_2005,not_rejected
no_throw_clip_2006,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_2007,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_2008,not_rejected
